configuration,question_id,plugin,mode,elapsed_ms,input_norm,output_norm,delta_norm
cohesion_calibrated,nq_190,baseline,replace,0.15287399992303108,0.0,5.864601993418718,5.864601993418718
cohesion_calibrated,nq_190,cohesion,add,0.23778500008120318,5.864601993418718,5.900168099659498,0.0355661062407795
cohesion_calibrated,nq_191,baseline,replace,0.15398400000776746,0.0,6.091875157970637,6.091875157970637
cohesion_calibrated,nq_191,cohesion,add,0.21960399999443325,6.091875157970637,6.09235138101471,0.00047622304407316586
cohesion_calibrated,nq_192,baseline,replace,0.16727100000935025,0.0,5.894948448243595,5.894948448243595
cohesion_calibrated,nq_192,cohesion,add,0.22176199991008616,5.894948448243595,5.897853901136578,0.002905452892982984
cohesion_calibrated,nq_193,baseline,replace,0.14844200018160336,0.0,6.02764258027594,6.02764258027594
cohesion_calibrated,nq_193,cohesion,add,0.21856200010006432,6.02764258027594,6.040081861194305,0.012439280918365384
cohesion_calibrated,nq_194,baseline,replace,0.15177900013441104,0.0,5.286903007422025,5.286903007422025
cohesion_calibrated,nq_194,cohesion,add,0.2414399998542649,5.286903007422025,5.287119527664098,0.00021652024207308312
cohesion_calibrated,nq_195,baseline,replace,0.1505310001448379,0.0,6.803684456204528,6.803684456204528
cohesion_calibrated,nq_195,cohesion,add,0.2595379999092984,6.803684456204528,6.814539974810256,0.010855518605727529
cohesion_calibrated,nq_196,baseline,replace,0.17270299986194004,0.0,5.8159631906859355,5.8159631906859355
cohesion_calibrated,nq_196,cohesion,add,0.2352310000333091,5.8159631906859355,5.900399331844185,0.08443614115825016
cohesion_calibrated,nq_197,baseline,replace,0.15361500004473783,0.0,6.041139673164787,6.041139673164787
cohesion_calibrated,nq_197,cohesion,add,0.23759999999128922,6.041139673164787,6.070927824714287,0.02978815154949959
cohesion_calibrated,nq_198,baseline,replace,0.1539540000976558,0.0,6.087060526998056,6.087060526998056
cohesion_calibrated,nq_198,cohesion,add,0.222894999978962,6.087060526998056,6.0985293408425525,0.011468813844496962
cohesion_calibrated,nq_199,baseline,replace,0.1517639998382947,0.0,6.0478604993523115,6.0478604993523115
cohesion_calibrated,nq_199,cohesion,add,0.23904699992272072,6.0478604993523115,6.049680841268459,0.0018203419161465105
cohesion_disabled,nq_0,baseline,replace,0.20757800007231708,0.0,6.135808830193063,6.135808830193063
cohesion_disabled,nq_0,cohesion,add,0.09481699999014381,6.135808830193063,6.135808830193063,0.0
cohesion_disabled,nq_1,baseline,replace,0.18304099990018585,0.0,5.8207139294233725,5.8207139294233725
cohesion_disabled,nq_1,cohesion,add,0.09486699991612113,5.8207139294233725,5.8207139294233725,0.0
cohesion_disabled,nq_2,baseline,replace,0.17895499991027464,0.0,4.985848299416998,4.985848299416998
cohesion_disabled,nq_2,cohesion,add,0.09222099993166921,4.985848299416998,4.985848299416998,0.0
cohesion_disabled,nq_3,baseline,replace,0.1819569999952364,0.0,6.366249080164166,6.366249080164166
cohesion_disabled,nq_3,cohesion,add,0.09596799986866245,6.366249080164166,6.366249080164166,0.0
cohesion_disabled,nq_4,baseline,replace,0.20008100000268314,0.0,6.257234247101976,6.257234247101976
cohesion_disabled,nq_4,cohesion,add,0.09341899999526504,6.257234247101976,6.257234247101976,0.0
cohesion_disabled,nq_5,baseline,replace,0.18305899993720232,0.0,6.2221211342846585,6.2221211342846585
cohesion_disabled,nq_5,cohesion,add,0.09453099983147695,6.2221211342846585,6.2221211342846585,0.0
cohesion_disabled,nq_6,baseline,replace,0.19033800003853685,0.0,6.429793569840613,6.429793569840613
cohesion_disabled,nq_6,cohesion,add,0.09468700000070385,6.429793569840613,6.429793569840613,0.0
cohesion_disabled,nq_7,baseline,replace,0.18794700008584186,0.0,6.5417899531358,6.5417899531358
cohesion_disabled,nq_7,cohesion,add,0.09428999987903808,6.5417899531358,6.5417899531358,0.0
cohesion_disabled,nq_8,baseline,replace,0.18457999999554886,0.0,5.248143031930132,5.248143031930132
cohesion_disabled,nq_8,cohesion,add,0.09593499999027699,5.248143031930132,5.248143031930132,0.0
cohesion_disabled,nq_9,baseline,replace,0.1692289999937202,0.0,5.830538597290635,5.830538597290635
cohesion_disabled,nq_9,cohesion,add,0.0993719997950393,5.830538597290635,5.830538597290635,0.0
cohesion_disabled,nq_10,baseline,replace,0.17600699993636226,0.0,5.61350215180187,5.61350215180187
cohesion_disabled,nq_10,cohesion,add,0.1068270000814664,5.61350215180187,5.61350215180187,0.0
cohesion_disabled,nq_11,baseline,replace,0.1766479999787407,0.0,5.445326270857907,5.445326270857907
cohesion_disabled,nq_11,cohesion,add,0.0955360001171357,5.445326270857907,5.445326270857907,0.0
cohesion_disabled,nq_12,baseline,replace,0.1686110001628549,0.0,5.7230596058062995,5.7230596058062995
cohesion_disabled,nq_12,cohesion,add,0.09131400020123692,5.7230596058062995,5.7230596058062995,0.0
cohesion_disabled,nq_13,baseline,replace,0.16504500013070356,0.0,5.38532500493756,5.38532500493756
cohesion_disabled,nq_13,cohesion,add,0.09394500011694618,5.38532500493756,5.38532500493756,0.0
cohesion_disabled,nq_14,baseline,replace,0.16130000017255952,0.0,5.922827625359093,5.922827625359093
cohesion_disabled,nq_14,cohesion,add,0.09652599987930444,5.922827625359093,5.922827625359093,0.0
